Company,City,Addrs,zip,lat,lng
Magicworks Gmbh,Kempten (Allgäu), Bahnhofstr. 25-27 87776 Sontheim,87776,48.009329,10.352305
Chemisches Laboratorium Dr. Merten Gmbh,Freiburg, Roderstr. 8-10 79104 Freiburg,79104,48.010394,7.88658
Pronol Gmbh,Freiburg, Ziegelhofstr. 208 79110 Freiburg,79110,48.015133,7.823674
Teva Generics Gmbh,Freiburg, Kandelstr. 10 79106 Freiburg,79106,48.015133,7.823674
Dr. Bruno Storp Kg,München, Oberdiller Str. 18 82065 Baierbrunn,82065,48.021121,11.487293
Drom Fragrances International Kg,München, Oberdiller Str. 18 Pf 1141 82065 Baierbrunn,82065,48.021121,11.487293
Karl Buchrucker Gmbh Kunststofferzeugnisse,München, Wachterhofstr. 50 85635 Hohenkirchen-siegertsbrunn,85635,48.02161,11.71284
Bds Freiburger Dental Depot Gmbh,Freiburg, Jechtinger Str. 10 Pf 6809 79111 Freiburg,79111,48.02379,7.78385
Diarect Aktiengesellschaft,Freiburg, 79111 Freiburg,79111,48.02379,7.78385
Ge Healthcare Europe Gmbh,Freiburg, Munzinger Str. 3-5 Pf 5480 79111 Freiburg,79111,48.02379,7.78385
Matritech Gmbh,Freiburg, Jechtinger Str. 13 79111 Freiburg,79111,48.02379,7.78385
Pierre Fabre Pharma Gmbh,Freiburg, Jechtinger Str. 13 79111 Freiburg,79111,48.02379,7.78385
Pierre Fabre Dermo Kosmetik Gmbh,Freiburg, Jechtinger Str. 13 79111 Freiburg,79111,48.02379,7.78385
Straumann Gmbh,Freiburg, Jechtinger Str. 9 Pf 6049 79111 Freiburg,79111,48.02379,7.78385
'Loire' Kosmetik Gmbh,Augsburg, Landsberger Str. 29 86932 Purgen,86932,48.02466,10.922351
Basf Construction Polymers Gmbh,Waldkraiburg, Dr.-albert-frank-str. 32 83308 Trostberg,83308,48.027097,12.554115
Skw Stahl-technik Gmbh,Waldkraiburg, Dr.-albert-frank-str. 32 Pf 1208 83308 Trostberg,83308,48.027097,12.554115
3m Espe Ag,München, Espe-platz 0 1161 82229 Seefeld,82229,48.034938,11.214018
Elka Schleif- Und Poliermittel Gmbh,Augsburg, 86879 Wiedergeltingen,86879,48.03941,10.670974
Hg Bearbeitungs-systeme Gmbh Huber & Grimme,Augsburg, Osterweg 23 86879 Wiedergeltingen,86879,48.03941,10.670974
Montana Energie-handel Gmbh & Co. Kg,München, Dr.-max-str. 26 Pf 180 82031 Grunwald,82031,48.039721,11.522257
Alcon Pharma Gmbh,Freiburg, Blankreutestr. 1 79108 Freiburg,79108,48.039944,7.831234
Cimcool Europe b.V.,Freiburg, Tullastr. 45 79108 Freiburg,79108,48.039944,7.831234
Dr. Falk Pharma Gmbh,Freiburg, Leinenweberstr. 5 Pf 6529 79108 Freiburg,79108,48.039944,7.831234
Falk Foundation e.V.,Freiburg, Leinenweberstr. 5 79108 Freiburg,79108,48.039944,7.831234
Genescan Europe Ag,Freiburg, Engesserstr. 4 79108 Freiburg,79108,48.039944,7.831234
Reiche & Wilberg Gbr,Freiburg, Tullastr. 38 79108 Freiburg,79108,48.039944,7.831234
Bergland-pharma Gmbh & Co. Kg,Ulm, Alpenstr. 15 87751 Heimertingen,87751,48.040028,10.153469
Peter Breher k.g. Agrarhandel-brennstoffe,Ulm, 87751 Heimertingen,87751,48.040028,10.153469
Sebastian Riedmiller,Ulm, 87751 Heimertingen,87751,48.040028,10.153469
Shc Beauty Cosmetics Gmbh,Freiburg, Industriestr. 51 79194 Gundelfingen,79194,48.042713,7.866353
Volker Farbspritztechnik Gmbh,Freiburg, Bahnhofstr. 14 79194 Gundelfingen,79194,48.042713,7.866353
Sigma-aldrich Chemie Holding Gmbh,München, Eschenstr. 5 1161 82024 Taufkirchen,82024,48.043833,11.618532
Cytochemia Ag,Freiburg, Im Burgerstock 7 79241 Ihringen,79241,48.045084,7.646745
Raphael Rosalee Cosmetics Gmbh,Freiburg, 79241 Ihringen,79241,48.045084,7.646745
Hechinger Automotive Gmbh,Villingen-Schwenningen, Am Krebsgraben 15 78048 Villingen-schwenningen,78048,48.04723,8.48105
Peter Lambrecht Kunststoffverarbeitung Gmbh & Co....,Villingen-Schwenningen, Rudolf-diesel-str. 8 78048 Villingen-schwenningen,78048,48.04723,8.48105
Crabtree & Evelyn Deutschland Gmbh,Augsburg, Robert-bosch-str. 1 86899 Landsberg,86899,48.047918,10.882476
Hagopur Aktiengesellschaft,Augsburg, 86899 Landsberg,86899,48.047918,10.882476
Kunststoffwerk Landsberg Gmbh,Augsburg, Saarburgstr. 5 86899 Landsberg Am Lech,86899,48.047918,10.882476
Mgv-moest-spritzgeraete Produktions- Und...,Augsburg, Lechwiesenstr. 62 86899 Landsberg Am Lech,86899,48.047918,10.882476
Purasol Gmbh,Augsburg, 86899 Landsberg,86899,48.047918,10.882476
Sidhu Spezial-kosmetik Gmbh & co.kg,Augsburg, Rudolf-diesel-str. 5a 86899 Landsberg Am Lech,86899,48.047918,10.882476
Merck Schuchardt Ohg,München, Eduard-buchner-str. 14-20 85662 Hohenbrunn,85662,48.048058,11.701748
Hepp Gmbh & Co Kg,Konstanz, Fabrikstr. 13-19 Pf 120 88512 Mengen,88512,48.048629,9.329071
Michael Hellinger,Freiburg, Wasenweiler Str. 1 79288 Gottenheim,79288,48.049071,7.727928
Koepfer Verzahnungsmaschinen Gmbh & Co. Kg,Freiburg, Joseph-koepfer-str. 8 78120 Furtwangen Im Schwarzwald,78120,48.051638,8.205543
Erhardburk-kauffmanngmbh,Villingen-Schwenningen, Neuffenstr. 27-29 78056 Villingen-schwenningen,78056,48.052238,8.582961
Maier Leuchtfarben Gmbh,Villingen-Schwenningen, Neuffenstr. 17 78056 Villingen-schwenningen,78056,48.052238,8.582961
Singoli-chemie-gmbh,Villingen-Schwenningen, Steinkirchring 56/-3 Pf 3820 78056 Villingen-schwenningen,78056,48.052238,8.582961
Modische Accessoires Andree Hans Joerg Schwind,München, Herterichstr. 55 81479 Munchen,81479,48.054752,11.520496
Farben-demmler Gmbh,Villingen-Schwenningen, Niederwiesenstr. 13 78050 Villingen-schwenningen,78050,48.055705,8.444948
Gs-form- Und Stanzteile Gmbh,Villingen-Schwenningen, Niederwiesenstr. 30 Pf 1962 78050 Villingen-schwenningen,78050,48.055705,8.444948
Degussa Initiators Gmbh & Co. Kg,München, Dr.-gustav-adolf-str. 3 82049 Pullach I. Isartal,82049,48.05722,11.51561
Deka-textilfarben Gmbh,München, Kapellenstr. 18 82008 Unterhaching,82008,48.060101,11.622189
Wasserburger Arzneimittelwerk Gmbh,Rosenheim, Herderstr. 2 83512 Wasserburg,83512,48.060501,12.230482
Klaus Eiche Diamantwerkzeuge Gmbh,Freiburg, 79211 Denzlingen,79211,48.064687,7.891707
Balsan Cosmetic Gmbh,München, Spitzwegstr. 10 85521 Ottobrunn,85521,48.065697,11.662315
cottancosmeticmunchengmbh&co.kg,München, Otto-hahn-str. 38 85521 Riemerling,85521,48.065697,11.662315
Dendrite Deutschland Gmbh,München, Siemensstr. 5 85521 Ottobrunn Bayern,85521,48.065697,11.662315
Diamed Deutschland Gmbh,München, Siemensstr. 20-24 85521 Ottobrunn,85521,48.065697,11.662315
Drawin Vertriebs-gmbh,München, Rudolf-diesel-str. 15 85521 Riemerling,85521,48.065697,11.662315
Zerzog Gmbh & Co. Kg Kunststofftechnik Recycling,München, Haidgraben 9 85521 Ottobrunn,85521,48.065697,11.662315
Biedermann Motech Gmbh,Villingen-Schwenningen, Bertha-von-suttner-str. 23 78054 Villingen-schwenningen,78054,48.066588,8.538956
Wilhelm Heinichen,Villingen-Schwenningen, Robert-koch-str. 19 78054 Villingen-schwenningen,78054,48.066588,8.538956
Delo Industrie Klebstoffe Gmbh & Co. Kg,Augsburg, Delo-allee 1 86949 Windach,86949,48.06703,11.034742
Delo Industrieklebstoffe Gmbh & Co. Kg,Augsburg, Delo-allee 1 86949 Windach,86949,48.06703,11.034742
Hirschmann & Beilner Gmbh,München, Hermann-oberth-str. 9 85640 Putzbrunn,85640,48.07032,11.69203
Flach Pulverbeschichtung Gmbh,Villingen-Schwenningen, Max-planck-str. 7 78549 Spaichingen Baden-wuerttemberg,78549,48.072771,8.739741
Kaupo Plankenhorn e.k.,Villingen-Schwenningen, Max-planck-str. 9/3 78549 Spaichingen,78549,48.072771,8.739741
Metallica Gmbh,Villingen-Schwenningen, Max-planck-str. 24 78549 Spaichingen,78549,48.072771,8.739741
Michael Buhlinger e.k.,Villingen-Schwenningen, Dellinger Weg 13 78549 Spaichingen Baden-wuerttemberg,78549,48.072771,8.739741
Curs Folientechnik Gmbh,Villingen-Schwenningen, Dr.-kurt-steim-str. 18 78713 Schramberg Baden-wuerttemberg,78713,48.07399,8.50416
Dieter Weiss,Villingen-Schwenningen, Burglestr. 3 78564 Wehingen,78564,48.07399,8.50416
Emil Frei Gmbh & Co.,Villingen-Schwenningen, Am Bahnhof 6 78199 Braunlingen,78199,48.07399,8.50416
gebr.schongmbh,Villingen-Schwenningen, Gewerbepark h.a.u. 44 78713 Schramberg,78713,48.07399,8.50416
georgoestmineralolwerkegmbh&co.kg,Villingen-Schwenningen, Bahnhofstr. 5-7 Pf 720 72250 Freudenstadt,72250,48.07399,8.50416
Heinrich Hagner Gmbh & Co.,Villingen-Schwenningen, Farinastr. 1-9 370 72250 Freudenstadt,72250,48.07399,8.50416
Heinrich Hagner Gmbh & Co. chem.kosm.fabrik,Villingen-Schwenningen, 72250 Freudenstadt,72250,48.07399,8.50416
Innowell Gmbh,Villingen-Schwenningen, Hauptstr. 11 78559 Gosheim,78559,48.07399,8.50416
Joehle Gmbh,Villingen-Schwenningen, Brambach 2 78713 Schramberg,78713,48.07399,8.50416
Neher Systeme Gmbh & Co. Kg,Villingen-Schwenningen, Wellendinger Str. 15 78665 Frittlingen,78665,48.07399,8.50416
Pharma Schott Gmbh,Villingen-Schwenningen, Stuttgarter Str. 15 72250 Freudenstadt,72250,48.07399,8.50416
Sto Ag,Villingen-Schwenningen, August-fischbach-str. 4 78166 Donaueschingen,78166,48.07399,8.50416
Weis & Hermle Reinigungs-chemie Gmbh & Co. Kg,Villingen-Schwenningen, Heerwasenstr. 10 78559 Gosheim,78559,48.07399,8.50416
Oskar Burger Gmbh & co.kg.,Villingen-Schwenningen, Achauerstr. 26 78647 Trossingen,78647,48.076617,8.645123
Sternmark Cosmetic Gmbh,München, 85579 Neubiberg,85579,48.076964,11.657196
Eurofins Mwg Synthesis Gmbh,München, 85560 Ebersberg,85560,48.077346,11.970709
Pfuhl Gmbh,München, Anzinger Str. 11 85560 Ebersberg,85560,48.077346,11.970709
Huth & Sohne Gmbh,Augsburg, Sonnenstr. 18 82266 Inning Bayern,82266,48.077787,11.151842
Weber & Weber Gmbh & Co. Kg,München, Herrschinger Str. 33 82266 Inning,82266,48.077787,11.151842
Schellbach Polymere Gmbh,München, 85630 Grasbrunn,85630,48.078704,11.743481
Ruderer Klebetechnik Gmbh,München, Harthauser Str. 2 85604 Zorneding,85604,48.083012,11.823344
Alsitan Gmbh,Augsburg, 86926 Greifenberg,86926,48.083178,11.069423
W. Ulrich Gmbh,Augsburg, Gewerbering 10 86922 Eresing,86922,48.08679,11.024414
Heinol-chemie-vertrieb e.k,Villingen-Schwenningen, Henleinstr. 6 78083 Dauchingen,78083,48.090194,8.55116
Adelheid Wirth e.k.,München, Eichenstr. 5-7 82061 Neuried,82061,48.093077,11.465853
Greppmayr Gmbh,München, Gautinger Str. 40a 82061 Neuried,82061,48.093077,11.465853
Mbt Munich Biotechnology Ag,München, Alte Forstenrieder Str. 10 82061 Neuried,82061,48.093077,11.465853
Mikrogen Molekularbiologische Entwicklungs Gmbh,München, Floriansbogen 2-4 82061 Neuried,82061,48.093077,11.465853
Voitino Duftmarketing Gmbh,München, Konrad-zuse-bogen 13 82152 Krailling,82152,48.103151,11.421532
Bavarian Nordic Gmbh,München, Frauenhoferstr. 13 82152 Planegg,82152,48.103151,11.421532
Bayrol Deutschland Gmbh,München, Lochhamer Str. 29 Pf 1562 82152 Planegg,82152,48.103151,11.421532
Biomer,München, Forst-kasten-str. 15 82152 Krailling,82152,48.103151,11.421532
Gpc Biotech Ag,München, Fraunhoferstr. 20 Pf 1455 82152 Planegg,82152,48.103151,11.421532
Ingenium Pharmaceuticals Ag,München, Fraunhoferstr. 13 82152 Planegg,82152,48.103151,11.421532
Jukunda Dr. L. Schmitt Gmbh & Co. Kg,München, Hofmarkstr. 35 82152 Planegg,82152,48.103151,11.421532
Metabion Gmbh,München, Lena-christ-str. 44 82152 Planegg,82152,48.103151,11.421532
Morphosys Ag,München, Lena-christ-str. 48 82152 Planegg,82152,48.103151,11.421532
Sanacorp Pharmahandel Ag,München, Semmelweisstr. 4 1361 82152 Planegg,82152,48.103151,11.421532
Scil Technology Gmbh,München, Fraunhoferstr. 15 82152 Planegg Bayern,82152,48.103151,11.421532
Sempre Gmbh,München, Fraunhoferstr. 11 82152 Planegg,82152,48.103151,11.421532
Viramed Biotech Ag,München, Behringstr. 11 82152 Planegg,82152,48.103151,11.421532
Metzdorf Industrie-chemie Gmbh,Villingen-Schwenningen, Buchenweg 7 78087 Monchweiler,78087,48.103404,8.423434
Silvia Ruf,München, Forstenrieder Allee 78 81476 Munchen,81476,48.103903,11.529532
Dieckmann Arzneimittel Gmbh,München, Lindenplatz 1 85540 Haar,85540,48.109536,11.726445
Gvh Gasversorgung Haar Gmbh,München, 85540 Haar,85540,48.109536,11.726445
Msd Chibropharm Gmbh,München, Lindenplatz 1 85540 Haar,85540,48.109536,11.726445
Msd Sharp & Dohme Gesellschaft Mit Beschrankter...,München, Lindenplatz 1 Pf 1202 85540 Haar,85540,48.109536,11.726445
Patina-fala-beizmittel Gmbh,München, Keferloher Str. 14a 85540 Haar,85540,48.109536,11.726445
Trb Chemedica Ag,München, Richard-reitzner-allee 1 85540 Haar,85540,48.109536,11.726445
chem-pharm.fabrikdr.baergmbh&co.kg,München, Ehrwalder Str. 21 81377 Munchen,81377,48.113129,11.490091
Hageda Stumpf Gmbh Muenchen Pharma Grosshandel,München, Zielstattstr. 67-69 81379 Munchen,81379,48.119886,11.540654
Hageda-stumpf Gmbh & Co Kg.,München, Zielstattstr. 67-71 81379 Munchen,81379,48.119886,11.540654
Imperial Kosmetik & Parfums Gmbh,München, Schaidlerstr. 9 81379 Munchen,81379,48.119886,11.540654
Mary Kay Cosmetics Gmbh,München, Baierbrunner Str. 15 81379 Munchen,81379,48.119886,11.540654
Munchner Kindl Gebaudedienste Und Vertrieb Gmbh,München, Kistlerhofstr. 94 81379 Munchen,81379,48.119886,11.540654
Novartis Nutrition Gmbh,München, Zielstattstr. 40 81379 Munchen,81379,48.119886,11.540654
Parfumhaus Gottschalk Gmbh,München, Wolfratshauser Str. 78 81379 Munchen,81379,48.119886,11.540654
Ribosepharm Gmbh,München, Lochhamer Schlag 17 82166 Grafelfing,82166,48.120045,11.427208
Richard Anton Kg,München, Samannstr. 22 Pf 1109 82166 Grafelfing,82166,48.120045,11.427208
Ehret Gmbh & Co. Kg,Freiburg, Fabrikstr. 2 1230 79312 Emmendingen,79312,48.121907,7.847354
Alpro Medical Gmbh,Villingen-Schwenningen, Mooswiesenstr. 9 78112 St. Georgen,78112,48.122787,8.333986
Gebr. Kieninger Gmbh,Villingen-Schwenningen, Feldbergstr. 7 78112 St Georgen,78112,48.122787,8.333986
Sts Schreibgerate Technik Schwarzwald Gmbh & Co....,Villingen-Schwenningen, Am Tannwald 1 78112 St Georgen,78112,48.122787,8.333986
Denk Feinchemie Gmbh,München, Prinzregentenstr. 79 81675 Munchen,81675,48.132575,11.591294
E. Denk o.h.g.,München, Prinzregentenstr. 79 81675 Munchen,81675,48.132575,11.591294
Novel Gmbh Elektrische Spezialgeraete,München, Ismaninger Str. 51 81675 Munchen,81675,48.132575,11.591294
Langguth Cosmetic Gmbh,München, Lindwurmstr. 1 80337 Munchen,80337,48.133443,11.58399
Hermann Ruppert,München, Kienbergstr. 6 80686 Munchen,80686,48.135319,11.502831
Servier Forschung Und Pharma-entwicklung Gmbh,München, Westendstr. 168 80686 Munchen,80686,48.135319,11.502831
Servier Deutschland Gmbh,München, Westendstr. 170 80686 Munchen,80686,48.135319,11.502831
Agip Deutschland Gmbh,München, Sonnenstr. 23 Pf 330620 80331 Munchen,330620,48.13913,11.58022
arndtgmbh&co.kg,München, Elly-staegmeyr-str. 4 Pf 500105 80999 Munchen,500105,48.13913,11.58022
Athenstaedt Nachf. Gmbh & Co Kg,München, Bocklinstr. 1 Pf 190154 80638 Munchen,190154,48.13913,11.58022
Aviamineralol-ag,München, Einsteinstr. 169 Pf 800109 81675 Munchen,800109,48.13913,11.58022
Avon Cosmetics Gmbh,München, Am Hart 1 231701 85375 Neufahrn,231701,48.13913,11.58022
Bastian-werk Gmbh,München, August-exter-str. 4 Pf 600161 81245 Munchen,600161,48.13913,11.58022
c.p.m.contractpharma Gmbh & Co. Kg...,München, Fruhlingstr. 7 83620 Feldkirchen-westerham,83620,48.13913,11.58022
Ctm Chemie-technik Muenchen Gmbh,München, Valpichlerstr. 23 Pf 210469 80686 Munchen,210469,48.13913,11.58022
Epoxonic Gmbh Reaktionsharzsysteme,München, Gewerbestr. 16 85652 Pliening,85652,48.13913,11.58022
Essex Pharma Gmbh,München, Thomas-dehler-str. 27 Pf 330149 81737 Munchen,330149,48.13913,11.58022
Inocre Umwelttechnik Gmbh,München, Forststr. 2 85655 Groshelfendorf,85655,48.13913,11.58022
Martin Wachinger,München, Erdinger Str. 27 85669 Pastetten Bayern,85669,48.13913,11.58022
Slc Deutschland Gmbh,München, Gewerbestr. 12 85652 Pliening,85652,48.13913,11.58022
Sudmedica Gmbh Chemisch-pharmazeutische Fabrik,München, Ehrwalder Str. 21 Pf 701669 81377 Munchen,701669,48.13913,11.58022
Ulrich Krause Kosmetik-vertrieb Gmbh,München, Kameterstr. 14 830560 85579 Neubiberg,830560,48.13913,11.58022
Curacyte Ag,München, Rosental 3 80331 Munchen,80331,48.140926,11.569066
F. S. Kustermann Gmbh,München, Viktualienmarkt 8 80331 Munchen,80331,48.140926,11.569066
"Kamm Weninger, Inh. Julian Weninger e.k.",München, Viktualienmarkt 2 80331 Munchen,80331,48.140926,11.569066
Ncm Nahrungserganzung Naturcosmetic Gmbh...,München, Sandstr. 33 80335 Munchen,80335,48.140926,11.569066
Ph. Bruckner Gmbh,München, Marienplatz 8 80331 Munchen,80331,48.140926,11.569066
Renate Moise,München, Schillerstr. 30 80336 Munchen,80336,48.140926,11.569066
Rilit-lackfabrik Gmbh,Freiburg, Ersteiner Str. 11 79346 Endingen Am Kaiserstuhl,79346,48.141658,7.706581
Kunststofftechnik Kury e.k.,Freiburg, Frohnacker 11 79297 Winden,79297,48.146789,8.027391
H. Kerndl Gmbh,München, Ottendichler Str. 3-5 85622 Weisenfeld,85622,48.147339,11.730178
Jafra Cosmetics Gmbh & Co. Kg,München, Leonrodstr. 52 80636 Munchen,80636,48.1476,11.56803
Media Pharmaceutica Arzneimittel-vertriebs-gmbh,München, Leopoldstr. 52 80802 Munchen,80802,48.1476,11.56803
Biesterfeld Graen Gmbh & Co. Kg,München, Rupert-bodner-str. 20 81245 Munchen,81245,48.150668,11.43553
Jaband Gmbh Selbstklebeprodukte,München, Stockacher Str. 9 81243 Munchen,81243,48.150668,11.43553
Koller Reinigungsbedarf Gmbh & Co. Kg,München, Paul-gerhardt-allee 38 81245 Munchen,81245,48.150668,11.43553
W. Lorenz Gmbh Klischee- Und Gravier-anstalt,München, Atterseestr. 18 81241 Munchen,81241,48.150668,11.43553
Geier Lacktechnik Gmbh,Freiburg, Im Oberwald 12 79359 Riegel Baden-wuerttemberg,79359,48.151438,7.749351
Angelbrechtinger Biogas Gmbh & Co. Kg,München, 85646 Neufarn,85646,48.156885,11.853541
Marco-martin & Co. Fachgroshandlung Gmbh & Co. Kg,Freiburg, Riegeler Str. 1 79364 Malterdingen,79364,48.160898,7.789875
Abfullbetrieb Haag Gmbh,Landshut, Gewerbestr. 11 83527 Haag,83527,48.161544,12.183155
Elastofix Gmbh,Ulm, Carl-otto-weg 18 88481 Balzheim,88481,48.162317,10.077915
Gustav Kuon Lackfabrik,Villingen-Schwenningen, Oschlestr. 20 78628 Rottweil,78628,48.166723,8.628052
Oel - Heimburger Gmbh,Villingen-Schwenningen, Schramberger Str. 40 Pf 1352 78628 Rottweil,78628,48.166723,8.628052
Procena Gmbh Vertrieb Lebensmittelzusatzstoffe,Ulm, Memminger Str. 71 89281 Altenstadt,89281,48.16836,10.16137
Ulisse Foddis,Ulm, Illertalstr. 1 89281 Altenstadt Bayern,89281,48.16836,10.16137
Samen-schmitz Gmbh,München, Humboldtstr. 2 85609 Aschheim,85609,48.171092,11.716694
Air Products Polymers Gmbh & Co. Kg,Waldkraiburg, Johannes-hess-str. 24 84489 Burghausen,84489,48.172437,12.830484
Omv Deutschland Gmbh,Waldkraiburg, Haiminger Str. 1 84489 Burghausen,84489,48.172437,12.830484
Becker Diamantwerkzeuge Gmbh,München, Benzstr. 13 82178 Puchheim,82178,48.17249,11.36862
Laerdal Medical Gmbh,München, Lilienthalstr. 5 82178 Puchheim,82178,48.17249,11.36862
Tomvital Gmbh,München, Junkersstr. 3 82178 Puchheim,82178,48.17249,11.36862
Vhv Beauty Group,München, Junkersstr. 3 82178 Puchheim,82178,48.17249,11.36862
Etienne Aigner Cosmetics Gmbh,München, Ammerthalstr. 9 85551 Kirchheim,85551,48.176658,11.755433
Instrumentation Laboratory Gmbh,München, Klausnerring 4 Pf 1163 85551 Kirchheim,85551,48.176658,11.755433
Mhm Holding Gesellschaft Mit Beschrankter Haftung,München, Feldkirchener Str. 15 85551 Kirchheim,85551,48.176658,11.755433
Pnv Gmbh,Würzburg, Klausnerring 3 85551 Kirchheim Bayern,85551,48.176658,11.755433
Richard Chambers Gmbh,München, Dahlienweg 14 85551 Kirchheim,85551,48.176658,11.755433
Aez Amper-einkaufs-zentrum Gmbh,München, Kurt-huber-ring 12 82256 Furstenfeldbruck,82256,48.177757,11.255364
Amgen Gmbh,München, Hanauer Str. 1 80992 Munchen,80992,48.181961,11.521342
F. Schefer Gmbh,München, Dachauer Str. 539 80993 Munchen,80993,48.181961,11.521342
Oks Spezialschmierstoffe Gmbh,München, Triebstr. 9 80993 Munchen,80993,48.181961,11.521342
Astrid Twardy Gmbh,München, Feringastr. 4 Pf 1250 85774 Unterfohring,85774,48.18406,11.62923
Bristol-myers Squibb Gmbh & Co. Kgaa,München, Sapporobogen 6-8 80809 Munchen,80809,48.184457,11.572871
Dedotec Optronische Und Mechanische Systeme Gmbh,München, Karl-weinmair-str. 10 80807 Munchen,80807,48.184457,11.572871
Wilco Export Gmbh,München, Alois-wolfmuller-str. 8 80939 Munchen,80939,48.184457,11.572871
Endlhausenpharma Arzneimittelentwicklungs Gmbh,München, Angerweg 5 82544 Egling,82544,48.189108,10.984577
Gnt Gasversorgungs Systeme Neuester Technik Gmbh,München, Gewerbering 5 82544 Egling,82544,48.189108,10.984577
Contec-chemieanlagen-gmbh,Traunstein, Ahornstr. 11 84544 Aschau Bayern,84544,48.19698,12.348617
Nitrochemie Aschau Gmbh,Landshut, Liebigstr. 17 84544 Aschau,84544,48.19698,12.348617
Vegra Gmbh,Landshut, Otto-hahn-str. 1 84544 Aschau,84544,48.19698,12.348617
Seidenader Maschinenbau Gmbh,München, Lilienthalstr. 8 85570 Markt Schwaben,85570,48.199632,11.874371
Bernhard Klaiber,Reutlingen, Hauptstr. 72 88499 Altheim,88499,48.20227,9.41126
Chemtura Manufacturing Germany Gmbh,Landshut, Teplitzer Str. 14- 16 Pf 1660 84478 Waldkraiburg,84478,48.208425,12.400582
Nigu Chemie Gmbh,Landshut, Beuthener Str. 2 Pf 1655 84478 Waldkraiburg,84478,48.208425,12.400582
Steinert Cellulose Faser Technik,Augsburg, Weberweg 4 86877 Walkertshofen,86877,48.20849,10.59848
Jemako Josef Anton,Offenbach, Hauptstr. 97a 63579 Freigericht,63579,48.20897,8.20734
Heinrich Mack Nachf. Gmbh & Co. Kg,Ulm, Heinrich-mack-str. 35 89257 Illertissen,89257,48.21033,10.08169
Hans Mesch Gmbh & Co. Kg,Ulm, Angerweg 14-16 89597 Munderkingen,89597,48.212278,9.625663
Reseda Binder E. K. Inh. Siegfried Binder,Reutlingen, Mazmannstr. 34 72458 Albstadt,72458,48.213395,9.024055
Thier Gmbh,Reutlingen, Marktstr. 34 72458 Albstadt,72458,48.213395,9.024055
Kempf Gmbh & Co. Kg,Reutlingen, Hohenzollernstr. 45 72513 Hettingen,72513,48.21588,9.231561
Chem-trend (Deutschland) Gmbh,München, Ganghoferstr. 47 82216 Maisach,82216,48.219703,11.257282
Chem-trend Gmbh,München, Ganghoferstr. 47 27 82216 Maisach/gernlinden,82216,48.219703,11.257282
